Gene,log2FC
Gene_281,-1.084835835696802
Gene_282,0.791892832166505
Gene_283,-0.35331892646559665
Gene_284,1.7787054839940326
Gene_285,0.12832628728807519
Gene_286,1.066941711115316
Gene_287,0.4603590278834053
Gene_288,-0.45083169606300894
Gene_289,-0.012544993403321176
Gene_290,0.00837833350878507
Gene_291,-0.46184992468038666
Gene_292,0.8879078290151443
Gene_293,2.5106065616339217
Gene_294,0.11585311355477819
Gene_295,0.7166112034574763
Gene_296,0.5288034907314321
Gene_297,-2.6100543642025102
Gene_298,0.491567661519163
Gene_299,0.4415220753749555
Gene_300,-1.2485860269776359
Gene_301,-1.7885092582015252
Gene_302,0.42714869638542674
Gene_303,1.6452863433211469
Gene_304,-0.3693315291729936
Gene_305,-0.33166521925229026
Gene_306,2.3083095744339728
Gene_307,0.8959888804975125
Gene_308,-1.214265987332007
Gene_309,-0.7130043361284641
Gene_310,2.179278110439961
Gene_311,-0.6630318991348428
Gene_312,-0.533233979566962
Gene_313,0.6706366854014294
Gene_314,-0.2635201211901141
Gene_315,0.44342565491808683
Gene_316,0.2878765607740558
Gene_317,-0.1451413261308605
Gene_318,1.2093475979284476
Gene_319,-1.2752788666417392
Gene_320,0.11749705112276602
Gene_321,-0.5802360182119796
Gene_322,1.6419737653094837
Gene_323,-0.17445428649191552
Gene_324,1.9225996888459624
Gene_325,-0.42175063068383534
Gene_326,0.10914361713080563
Gene_327,1.0881048028003286
Gene_328,-0.955566296168911
Gene_329,1.5090989980037275
Gene_330,0.026117005512942812
Gene_331,0.4115608277886733
Gene_332,0.5460205179815026
Gene_333,-0.07605489907112073
Gene_334,-0.8097981154168832
Gene_335,0.09423154738032105
Gene_336,-2.01130321015324
Gene_337,-1.3106801442057294
Gene_338,-0.14010270856050916
Gene_339,1.547352104704439
Gene_340,1.5170759574820836
Gene_341,0.9794662341266864
Gene_342,-1.5390580761495387
Gene_343,0.3007628202744771
Gene_344,-0.8606052776000703
Gene_345,-0.06721009688548792
Gene_346,0.9545032883518858
Gene_347,0.6578822538600875
Gene_348,1.2831801878326652
Gene_349,-1.4092221304548074
Gene_350,-1.022825807447942
Gene_351,1.5064347540078549
Gene_352,1.521785296565333
Gene_353,-0.01618319118389974
Gene_354,-0.023367602809217434
Gene_355,1.1728104434623736
Gene_356,0.5321314139619326
Gene_357,0.6063360776676646
Gene_358,-0.9248152828074632
Gene_359,1.149361031518904
Gene_360,-0.19966076574687866
Gene_361,-1.3923553648968396
Gene_362,-0.7813448646821745
Gene_363,-0.5970803383308159
Gene_364,1.4780151414487084
Gene_365,-0.6966319431874555
Gene_366,0.38468941710234816
Gene_367,-2.110253991952389
Gene_368,0.9368042383456165
Gene_369,-0.7915856744523998
Gene_370,0.3908216235492104
Gene_371,0.39043179034516506
Gene_372,0.632987929649642
Gene_373,0.33230628946285273
Gene_374,1.9145293850027463
Gene_375,0.2087368603002031
Gene_376,2.2485298429378955
Gene_377,0.6377328123140145
Gene_378,0.2747132015269279
Gene_379,0.8915102860963906
Gene_380,0.1967223438459701
Gene_381,0.44915869835245886
Gene_382,0.34729326276985867
Gene_383,0.247513425208579
Gene_384,2.1185209986878184
Gene_385,2.2723730371169863
Gene_386,0.3270318599084485
Gene_387,1.2594589676690056
Gene_388,1.200949011901745
Gene_389,1.092752936348867
Gene_390,0.545051524620067
Gene_391,0.663399106909608
Gene_392,0.5712110417743173
Gene_393,-0.7185533430211918
Gene_394,-0.06531335081829703
Gene_395,-1.1967971703515978
Gene_396,0.5764423038170543
Gene_397,0.43117242766699027
Gene_398,0.6993223063078676
Gene_399,-0.7747897658068263
Gene_400,0.9644882320212479
Gene_401,0.4713137619770016
Gene_402,2.2329571767549248
Gene_403,0.8060498853569552
Gene_404,-0.5977707523901931
Gene_405,-1.3502579953806557
Gene_406,0.21815713950164534
Gene_407,-1.0292218942102334
Gene_408,-0.7345159452396322
Gene_409,-0.9659558214840794
Gene_410,-0.581127279915902
Gene_411,1.4562042828820287
Gene_412,-0.9673421139618744
Gene_413,-0.4246868474478268
Gene_414,-1.430559725453751
Gene_415,-1.706406508778117
Gene_416,-0.2794195134837866
Gene_417,0.20748439092248103
Gene_418,-1.1503543639874232
Gene_419,-1.5194346517838795
Gene_420,-1.8713324071391018
Gene_421,0.14543858801574627
Gene_422,0.9349398254486428
Gene_423,-1.4282922244507523
Gene_424,-0.6477553803417955
Gene_425,1.0822738469140616
Gene_426,-0.21354952785688355
Gene_427,-0.10038658806673997
Gene_428,0.38030543204270356
Gene_429,-0.4431680816596489
Gene_430,-0.7777033833651592
Gene_431,0.3073387760655314
Gene_432,-1.3812547095495948
Gene_433,-1.6122146088642617
Gene_434,-0.692043367872786
Gene_435,0.7120568041598824
Gene_436,1.1624656807420841
Gene_437,-0.47490668462364577
Gene_438,0.8302910712421719
Gene_439,1.3817035960959523
Gene_440,0.03775288090122015
Gene_441,0.6364243307301304
Gene_442,1.8665616558599696
Gene_443,-0.7047891063935453
Gene_444,-0.2416272367577366
Gene_445,1.6005103401991503
Gene_446,-0.9402279284707129
Gene_447,0.15551993905971476
Gene_448,-0.6282841552577343
Gene_449,1.3637053215940615
Gene_450,-1.1847984619593452
Gene_451,-0.06714387730565395
Gene_452,-1.0469618488822825
Gene_453,-1.466557715493005
Gene_454,-1.8981031658506606
Gene_455,-0.16466865964688426
Gene_456,0.48365101872887567
Gene_457,0.018320498950954285
Gene_458,0.23460830936723895
Gene_459,-0.4344029884992555
Gene_460,0.9843786400224737
Gene_461,0.7277988826647666
Gene_462,0.12552636842381093
Gene_463,0.20543562019698358
Gene_464,-0.46577715441461026
Gene_465,1.945427101337894
Gene_466,0.8082094575524382
Gene_467,-0.10280912480610195
Gene_468,-0.1726257235992655
Gene_469,-0.389704379808984
Gene_470,-0.29867069456817513
Gene_471,0.24639912913394163
Gene_472,-1.7066709658296542
Gene_473,-0.24910731909151515
Gene_474,-0.13109517417249408
Gene_475,-0.008311362253053812
Gene_476,0.17461223753421118
Gene_477,0.03188110446664611
Gene_478,0.4050995776689269
Gene_479,-0.13496755547495415
Gene_480,0.9880034011275415
Gene_481,0.6578311552437913
Gene_482,2.2459380089186176
Gene_483,0.7017400412655397
Gene_484,-0.7451651991639213
Gene_485,-0.15678440638467908
Gene_486,-0.5073074320201736
Gene_487,0.007965348966846572
Gene_488,1.0978631658155484
Gene_489,-0.3238509378683419
Gene_490,-0.5685141177115781
Gene_491,0.5162873424327697
Gene_492,-0.8152612714490838
Gene_493,-0.8743261072879215
Gene_494,0.38197455076590375
Gene_495,-1.7915512830887799
Gene_496,-0.48272191737904013
Gene_497,0.8558368220269195
Gene_498,-1.8336008619132829
Gene_499,-1.7608574113284678
Gene_500,-1.4339867851984731
Gene_501,-2.731171433338019
Gene_502,1.8966659641477734
Gene_503,0.12048426351309095
Gene_504,-0.6704555730003404
Gene_505,-1.2901548585092915
Gene_506,2.2012140670679763
Gene_507,0.6550189462465159
Gene_508,-0.12838653487371124
Gene_509,1.2195191727786865
Gene_510,0.3887600256235102
Gene_511,-0.5019795795380165
Gene_512,-0.6064123412929866
Gene_513,-0.5903991287825971
Gene_514,-1.0160229592371257
Gene_515,1.1115754419045416
Gene_516,-0.51798130500021
Gene_517,1.3531846761807327
Gene_518,-0.8286862235448786
Gene_519,-0.5990199364726209
Gene_520,-0.4524144377819984
Gene_521,-0.8990764005252774
Gene_522,-0.586427598445643
Gene_523,0.5505758032849472
Gene_524,1.2019929469918094
Gene_525,0.2990658096979708
Gene_526,-1.1906823583185313
Gene_527,-0.5995028195641138
Gene_528,-0.5786202343223985
Gene_529,1.70050577879459
Gene_530,0.985555297061107
Gene_531,1.2142107381114733
Gene_532,-0.7089511969589625
Gene_533,-1.273452877635327
Gene_534,0.5733773107347827
Gene_535,-0.4602124028683711
Gene_536,0.2915857982388421
Gene_537,0.41246819014486247
Gene_538,-0.3951124404049872
Gene_539,1.0041108560006486
Gene_540,-1.4603995592694727
Gene_541,0.10939647148495081
Gene_542,0.6784901527124055
Gene_543,1.702266372951124
Gene_544,0.13481440190171345
Gene_545,1.2574287773257453
Gene_546,1.1917601211469642
Gene_547,2.3368015185029716
Gene_548,0.3237346933957966
Gene_549,2.0520795183370004
Gene_550,0.8100651262553572
Gene_551,-1.5341376632485517
Gene_552,0.02873527668600165
Gene_553,-0.9165515598032473
Gene_554,1.5302566961290138
Gene_555,0.16857748482925433
Gene_556,-1.3195547808650436
Gene_557,0.8827713067941458
Gene_558,1.3215497051568867
Gene_559,-0.4031736653441518
Gene_560,-0.44704008646221904
Gene_561,0.20166797445578635
Gene_562,-1.8106795171661254
Gene_563,0.7097195705415921
Gene_564,1.691311662383325
Gene_565,-0.6506935435131023
Gene_566,1.8430591681118977
Gene_567,0.9948246770143582
Gene_568,-0.07702286192243937
Gene_569,0.6348357733216121
Gene_570,1.5976885886548708
Gene_571,0.14181814537521223
Gene_572,0.3925713400839369
Gene_573,-0.5354770725948439
Gene_574,-0.11987642864821618
Gene_575,0.70080009320114
Gene_576,-0.18035110173841615
Gene_577,-0.5034377627443818
Gene_578,1.1509865284037972
Gene_579,0.48250344635053594
Gene_580,-0.4801130958689725
Gene_581,1.752802975094481
Gene_582,2.113616635772922
Gene_583,1.0146002152810452
Gene_584,-1.1946566430445786
Gene_585,0.4070352117582124
Gene_586,0.5886204393916044
Gene_587,-1.584962961705255
Gene_588,1.1920699040233593
Gene_589,0.20915992253546514
Gene_590,1.1225744723452835
Gene_591,-0.3055350491974257
Gene_592,0.4842206859748517
Gene_593,0.5319098737207835
Gene_594,0.18858776355993406
Gene_595,0.4913832982292309
Gene_596,-0.1371079230451748
Gene_597,-1.1830384266335168
Gene_598,-2.0416872385972753
Gene_599,-0.6173491642993111
Gene_600,0.7908135832109439
Gene_601,-1.038843090434755
Gene_602,1.0608052048854462
Gene_603,1.3911858261826548
Gene_604,0.4727183896331791
Gene_605,-0.1659559603292006
Gene_606,1.024708250886757
Gene_607,1.1570181458756805
Gene_608,-0.2251070407217466
Gene_609,0.08481266916436946
Gene_610,-0.8134961507455988
Gene_611,0.2862006366083348
Gene_612,-2.066957338284534
Gene_613,-0.29253623524650824
Gene_614,-0.8532260813864838
Gene_615,-0.08808308933413563
Gene_616,-0.7952049439529283
Gene_617,-1.9130780069388953
Gene_618,-0.6538905120515981
Gene_619,-0.47567276305612655
Gene_620,1.0652297147049856
Gene_621,-0.6410732886265187
Gene_622,-0.8475246761846134
Gene_623,-1.191892326910528
Gene_624,1.1425493813047638
Gene_625,-0.22301649484656627
Gene_626,0.2723275345295084
Gene_627,-1.5437857284138254
Gene_628,-1.754842195372239
Gene_629,-0.9018757267892956
Gene_630,1.6232236547138759
Gene_631,-1.0914075440452322
Gene_632,-0.6261169394664815
Gene_633,0.01291255822882078
Gene_634,-0.6251575254527275
Gene_635,0.47846390032448194
Gene_636,-0.8310781489804725
Gene_637,-1.1010117260064118
Gene_638,2.7178263772691684
Gene_639,-0.9367605169215862
Gene_640,0.795161999338613
Gene_641,-0.942237574147252
Gene_642,-1.5409470331588948
Gene_643,-0.09025896078256421
Gene_644,-1.3409047694257348
Gene_645,-0.3931453714982829
Gene_646,-0.7958455275300585
Gene_647,1.251851220447895
Gene_648,-1.541938839029546
Gene_649,0.6758862424115755
Gene_650,0.2851061089985153
Gene_651,-0.2290842842252286
Gene_652,-0.7581555019762545
Gene_653,0.1722768509421236
Gene_654,0.22528671962509728
Gene_655,0.3937478584509387
Gene_656,-0.2691343473563661
Gene_657,-1.1450229233593685
Gene_658,0.8784642227347697
Gene_659,-0.0034426539260053453
Gene_660,-0.6128818623196808
Gene_661,-1.0015984418853472
Gene_662,0.92246742174328
Gene_663,1.384358141647792
Gene_664,0.5753386410954391
Gene_665,0.6424490508660609
Gene_666,1.1723839190973795
Gene_667,-0.361858293401722
Gene_668,2.1341010272322594
Gene_669,-1.0595693928394825
Gene_670,-0.24336422386370005
Gene_671,-0.7715574564182724
Gene_672,0.06358825146004865
Gene_673,1.7309123506152988
Gene_674,-0.23840514314558495
Gene_675,0.4215847232555594
Gene_676,-2.9081428790148807
Gene_677,0.42769056443871606
Gene_678,0.9984712014387791
Gene_679,0.12294142758737593
Gene_680,-1.0662995427485744
Gene_681,-1.2004650039057503
Gene_682,-0.5545381232539944
Gene_683,-1.208838794034574
Gene_684,1.5759957513931144
Gene_685,0.4675005189683558
Gene_686,1.4446819695185904
Gene_687,-0.2891011483545073
Gene_688,-0.7645126289536387
Gene_689,-0.7029285693850487
Gene_690,-0.46220371334055665
Gene_691,-0.494347045573536
Gene_692,1.2217917572171233
Gene_693,0.91364626771617
Gene_694,0.2708775925322395
Gene_695,-1.659737180892973
Gene_696,0.2950555301892179
Gene_697,-0.3107965495482552
Gene_698,1.4062351039421817
Gene_699,0.8954319457276122
Gene_700,0.14216280130518383
Gene_701,-2.097694365276756
Gene_702,-0.1360955468660721
Gene_703,-0.6533046868303847
Gene_704,0.40534096397815805
Gene_705,-1.1421221524151952
Gene_706,0.2623424791565199
Gene_707,-2.218162678728989
Gene_708,-1.3856160909877713
Gene_709,-0.8798549646255367
Gene_710,-0.5461828057902709
Gene_711,0.38891585876857615
Gene_712,-1.655051810193769
Gene_713,-0.6411758311122826
Gene_714,-0.6157393624640694
Gene_715,0.6879988525855018
Gene_716,-0.1917249237996095
Gene_717,-0.9673764777461703
Gene_718,-1.0788298815688058
Gene_719,-0.5527782524048325
Gene_720,-1.648416857080441
Gene_721,1.625875154854668
Gene_722,-0.004358430940046225
Gene_723,-0.9135480839570614
Gene_724,-1.0544648238596173
Gene_725,-1.207317958680624
Gene_726,0.37117815414752814
Gene_727,-1.6533770954016203
Gene_728,-0.1779906450866065
Gene_729,0.5736247871843808
Gene_730,-0.5859582646638467
Gene_731,-1.011871067235585
Gene_732,0.8376983725364874
Gene_733,-1.131934032846908
Gene_734,-0.2776884195771628
Gene_735,0.11522027288713124
Gene_736,-0.6041296812540145
Gene_737,-1.198384793438958
Gene_738,-0.5585096904405007
Gene_739,0.34032571826153046
Gene_740,-0.7285510258093241
Gene_741,0.45496228004862144
Gene_742,-0.255228048980709
Gene_743,-0.6050586137199477
Gene_744,-0.725419734896543
Gene_745,0.2320657471192713
Gene_746,1.1269466797824685
Gene_747,0.12184484058621986
Gene_748,-0.9647565150165847
Gene_749,1.0931717417994093
Gene_750,-0.8852346168027055
Gene_751,1.728919939100368
Gene_752,-0.16085546689316363
Gene_753,-0.878417589127318
Gene_754,0.558753123060474
Gene_755,-0.3114344564546851
Gene_756,0.4428534079338535
Gene_757,0.09200303903842211
Gene_758,-1.3791755740993346
Gene_759,-0.07007371037504706
Gene_760,0.5014084216523519
Gene_761,0.1125135466679248
Gene_762,1.2558403463893233
Gene_763,0.31187808545218887
Gene_764,-0.24190579140114038
Gene_765,0.21025420532554676
Gene_766,-0.4924415709563099
Gene_767,0.360494957323914
Gene_768,0.35911931297162686
Gene_769,-1.2387615917908341
Gene_770,0.7725966587853845
Gene_771,2.2334690523887932
Gene_772,0.5459990171236994
Gene_773,-2.030041832645766
Gene_774,-0.4267848484897734
Gene_775,-1.2794075974829995
Gene_776,-0.29179723931073215
Gene_777,0.685945241115339
Gene_778,-0.7182794213525967
Gene_779,1.8847034854567255
Gene_780,-2.880723497607443
Gene_781,-0.24810660354417172
Gene_782,0.37926621171179786
Gene_783,-1.2194409526157701
Gene_784,-1.0878321308389858
Gene_785,0.7562878771829936
Gene_786,1.9283985792321807
Gene_787,2.046032519466307
Gene_788,-0.34658366633653037
Gene_789,1.3513321020077433
Gene_790,-0.0687790706085137
Gene_791,0.9166981068049914
Gene_792,-0.21064606345022688
Gene_793,-1.1346845100294451
Gene_794,1.6018268207792592
Gene_795,1.8625155369300836
Gene_796,-0.4207900638178512
Gene_797,0.9366282102211093
Gene_798,-0.14500739374349012
Gene_799,2.180909798689461
Gene_800,-1.4929094490949646
Gene_801,-0.17828722637084168
Gene_802,-1.447256999385885
Gene_803,-1.5866860916944001
Gene_804,-0.11589246334114435
Gene_805,-0.45042967535614215
Gene_806,-1.0113109436411976
Gene_807,0.8371925384266057
Gene_808,1.2987488504062534
Gene_809,0.5128685829492398
Gene_810,-1.8767619835927987
Gene_811,0.3394964973502811
Gene_812,0.32972662763871075
Gene_813,-0.8422459684320843
Gene_814,0.34585583153887217
Gene_815,-0.506966255145484
Gene_816,-0.8203371191592813
Gene_817,-1.1827184910050845
Gene_818,0.8343417649697251
Gene_819,1.2934297623510091
Gene_820,-0.14132245932685733
Gene_821,0.9847186301338511
Gene_822,1.5264754611985272
Gene_823,0.1313068226703586
Gene_824,-0.07740983915391704
Gene_825,0.46962951880373915
Gene_826,-0.8377507375078271
Gene_827,0.5468851155465655
Gene_828,0.1510955141376075
Gene_829,-1.3066961811541673
Gene_830,-1.2949914177837867
Gene_831,-0.9853023565583986
Gene_832,0.5126467873616543
Gene_833,-0.33734606311732157
Gene_834,-0.025032823640404833
Gene_835,1.366319146205216
Gene_836,0.4428154737318007
Gene_837,-0.6425112094313903
Gene_838,-0.9870964961511828
Gene_839,0.30510575341095125
Gene_840,-0.9710690827432594
Gene_841,1.2530278413032652
Gene_842,0.24577342479366113
Gene_843,0.12917315883910296
Gene_844,-0.9549625976741616
Gene_845,0.6193708428027064
Gene_846,1.12844519798667
Gene_847,-0.13627101142459339
Gene_848,0.9282262934683428
Gene_849,-0.40483574791423244
Gene_850,-0.06228000006789418
Gene_851,2.086033117982476
Gene_852,-0.371480185712446
Gene_853,0.5396849840212897
Gene_854,-0.38909525525757216
Gene_855,0.28043987099250106
Gene_856,0.6961278864715372
Gene_857,-0.9008290628232379
Gene_858,-0.7051866183098977
Gene_859,0.5676668177070597
Gene_860,0.16162810611253403
Gene_861,1.1724748838408594
Gene_862,0.26991918562621786
Gene_863,1.8601693713051364
Gene_864,0.6968184227835392
Gene_865,1.8786510022866163
Gene_866,1.6895213344457145
Gene_867,-0.6420027516580673
Gene_868,1.4803943097751824
Gene_869,0.9402697214662604
Gene_870,0.8703096974941981
Gene_871,1.1850101136855662
Gene_872,-0.3091799510330464
Gene_873,0.3284618935817933
Gene_874,-0.4205470087022417
Gene_875,2.309845000145453
Gene_876,-0.7528493733501906
Gene_877,-1.2784387809422082
Gene_878,-0.8175354532245936
Gene_879,-0.0549996983639121
Gene_880,-0.061803763818797444
Gene_881,0.8901534468810356
Gene_882,0.030994622762638768
Gene_883,-0.4947942213329234
Gene_884,0.4829371299264256
Gene_885,1.164833980528922
Gene_886,0.20713079835957568
Gene_887,0.8686542803648207
Gene_888,0.08338141042843436
Gene_889,-0.25982458556856747
Gene_890,0.6983484095619863
Gene_891,0.22863128028591784
Gene_892,1.004419780870615
Gene_893,1.5422179292591955
Gene_894,-0.11332598813798436
Gene_895,0.6469022134927009
Gene_896,1.0680150470109961
Gene_897,0.41030070965316867
Gene_898,0.5101350300502829
Gene_899,0.14339244877123355
Gene_900,0.2554232997723399
Gene_901,0.521867715682743
Gene_902,-0.6077859214593927
Gene_903,-1.6983886334760283
Gene_904,-0.08771324914078449
Gene_905,-0.16915486483318024
Gene_906,1.6201071503856055
Gene_907,0.29617569049377
Gene_908,0.562023815044951
Gene_909,-0.4115597111739417
Gene_910,-0.5958726134386154
