Gene,Z-Score
Gene_252,0.917861947
Gene_253,2.122156197
Gene_254,1.032465261
Gene_255,-1.519369966
Gene_256,-0.484234073
Gene_257,1.266911149
Gene_258,-0.707669466
Gene_259,0.443819428
Gene_260,0.774634053
Gene_261,-0.926930472
Gene_262,-0.059525356
Gene_263,-3.24126734
Gene_264,-1.024387641
Gene_265,-0.252568151
Gene_266,-1.247783182
Gene_267,1.632411304
Gene_268,-1.430141378
Gene_269,-0.440044487
Gene_270,0.130740577
Gene_271,1.441273289
Gene_272,-1.435862151
Gene_273,1.163163752
Gene_274,0.010233061
Gene_275,-0.981508651
Gene_276,0.462103474
Gene_277,0.199059696
Gene_278,-0.600216877
Gene_279,0.069802085
Gene_280,-0.385313597
Gene_281,0.113517345
Gene_282,0.662130675
Gene_283,1.586016816
Gene_284,-1.237815499
Gene_285,2.133033375
Gene_286,-1.9520878
Gene_287,-0.151785095
Gene_288,0.588317206
Gene_289,0.280991868
Gene_290,-0.62269952
Gene_291,-0.20812225
Gene_292,-0.493000935
Gene_293,-0.589364757
Gene_294,0.849602097
Gene_295,0.357015486
Gene_296,-0.692909595
Gene_297,0.899599875
Gene_298,0.307299521
Gene_299,0.812862119
Gene_300,0.629628842
Gene_301,-0.828995011
Gene_302,-0.56018104
Gene_303,0.747293605
Gene_304,0.610370265
Gene_305,-0.020901594
Gene_306,0.117327383
Gene_307,1.277664896
Gene_308,-0.591571389
Gene_309,0.547097381
Gene_310,-0.202192652
Gene_311,-0.217681203
Gene_312,1.098776852
Gene_313,0.825416349
Gene_314,0.813509636
Gene_315,1.305478807
Gene_316,0.021003842
Gene_317,0.681952971
Gene_318,-0.310266757
Gene_319,0.324166352
Gene_320,-0.130143054
Gene_321,0.096995965
Gene_322,0.595157025
Gene_323,-0.818220683
Gene_324,2.092387276
Gene_325,-1.006017381
Gene_326,-1.214188613
Gene_327,1.158110874
Gene_328,0.791662694
Gene_329,0.624119817
Gene_330,0.628345509
Gene_331,-0.012246773
Gene_332,-0.897254371
Gene_333,0.075804558
Gene_334,-0.677161712
Gene_335,0.975119733
Gene_336,-0.147057382
Gene_337,-0.825497197
Gene_338,-0.321385842
Gene_339,0.412931454
Gene_340,-0.563724553
Gene_341,-0.822220396
Gene_342,0.243687211
Gene_343,0.244966571
Gene_344,-0.506943175
Gene_345,-0.471038306
Gene_346,0.232049937
Gene_347,-1.448084341
Gene_348,-1.407463774
Gene_349,-0.718444221
Gene_350,-0.213447152
Gene_351,0.310907566
Gene_352,1.475356217
Gene_353,0.857659623
Gene_354,-0.15993853
Gene_355,-0.019016208
Gene_356,-1.002529365
Gene_357,-0.018513136
Gene_358,-0.288658639
Gene_359,0.32271856
Gene_360,-0.827230944
Gene_361,0.519346514
Gene_362,1.532738913
Gene_363,-0.108760148
Gene_364,0.401711722
Gene_365,0.690143992
Gene_366,-0.401220472
Gene_367,0.224092482
Gene_368,0.012592401
Gene_369,0.097676099
Gene_370,-0.773009784
Gene_371,0.024510174
Gene_372,0.497998291
Gene_373,1.451143608
Gene_374,0.959270826
Gene_375,2.153182458
Gene_376,-0.767347563
Gene_377,0.872320637
Gene_378,0.183342006
Gene_379,2.189802933
Gene_380,-0.808298285
Gene_381,-0.839721842
Gene_382,-0.599392645
Gene_383,-2.123895724
Gene_384,-0.525755022
Gene_385,-0.759132662
Gene_386,0.150393786
Gene_387,0.341755976
Gene_388,1.876170839
Gene_389,0.950423838
Gene_390,-0.576903656
Gene_391,-0.898414671
Gene_392,0.491919172
Gene_393,-1.320233207
Gene_394,1.831458766
Gene_395,1.179440121
Gene_396,-0.469175652
Gene_397,-1.713134529
Gene_398,1.353872374
Gene_399,-0.114539845
Gene_400,1.237816312
Gene_401,-1.594427659
Gene_402,-0.599375023
Gene_403,0.0052437
Gene_404,0.046980594
Gene_405,-0.450065471
Gene_406,0.622849932
Gene_407,-1.067620429
Gene_408,-0.142379485
Gene_409,0.120295632
Gene_410,0.514438834
Gene_411,0.711614878
Gene_412,-1.124642092
Gene_413,-1.534114171
Gene_414,1.277676822
Gene_415,0.332314012
Gene_416,-0.748486537
Gene_417,1.551151976
Gene_418,0.115674634
Gene_419,1.179297184
Gene_420,0.067518481
Gene_421,2.060747925
Gene_422,1.755340842
Gene_423,-0.248964148
Gene_424,0.971570951
Gene_425,0.64537595
Gene_426,1.368631558
Gene_427,-0.964923461
Gene_428,0.68605146
Gene_429,1.058424487
Gene_430,-1.758739486
Gene_431,-1.183258513
Gene_432,-2.039232178
Gene_433,-0.269406834
Gene_434,0.717542256
Gene_435,1.502357052
Gene_436,0.07409478
Gene_437,1.628615546
Gene_438,-1.380101458
Gene_439,-1.703382439
Gene_440,-0.055547699
Gene_441,0.384065449
Gene_442,-0.032694748
Gene_443,-2.0674421
Gene_444,-0.08912004
Gene_445,-1.304469501
Gene_446,0.669672549
Gene_447,0.366598246
Gene_448,-0.939879786
Gene_449,-0.513866917
Gene_450,-1.059213522
Gene_451,-0.062679097
Gene_452,0.955142321
Gene_453,-0.985726046
Gene_454,0.504046516
Gene_455,-0.530257618
Gene_456,-0.792872832
Gene_457,-0.10703036
Gene_458,-1.035242322
Gene_459,-0.553649305
Gene_460,-1.197877893
Gene_461,1.964725133
Gene_462,0.035263552
Gene_463,-0.699725508
Gene_464,0.213979911
Gene_465,-0.11232805
Gene_466,-0.2209696
Gene_467,0.6141667
Gene_468,0.75750771
Gene_469,-0.530501148
Gene_470,-0.575818241
Gene_471,-0.275051697
Gene_472,-2.301921165
Gene_473,-1.515191062
Gene_474,1.366874267
Gene_475,1.644967714
Gene_476,-0.24903604
Gene_477,0.576556963
Gene_478,0.311250155
Gene_479,3.078880808
Gene_480,1.119574911
Gene_481,-0.127917591
Gene_482,-0.955540441
Gene_483,-1.60644632
Gene_484,0.203463636
Gene_485,-0.756350745
Gene_486,-1.42225371
Gene_487,-0.646572884
Gene_488,-1.081548004
Gene_489,1.687141635
Gene_490,0.881639757
Gene_491,-0.007972641
Gene_492,1.479944139
Gene_493,0.077368308
Gene_494,-0.861284201
Gene_495,1.523124077
Gene_496,0.538910044
Gene_497,-1.037246154
Gene_498,-0.190338678
Gene_499,-0.875618253
Gene_500,-1.382799731
Gene_501,0.926177548
Gene_502,1.90941664
Gene_503,-1.398567574
Gene_504,0.562969237
Gene_505,-0.650642569
Gene_506,-0.487125384
Gene_507,-0.592393924
Gene_508,-0.86399077
Gene_509,0.048521628
Gene_510,-0.830950116
Gene_511,0.270456826
Gene_512,-0.050238109
Gene_513,-0.238948047
Gene_514,-0.907563662
Gene_515,-0.576771331
Gene_516,0.755391226
Gene_517,0.500917188
Gene_518,-0.977555245
Gene_519,0.099332305
Gene_520,0.751387123
Gene_521,-1.669405281
Gene_522,0.543360192
Gene_523,-0.662623759
Gene_524,0.570598669
Gene_525,-0.763259157
Gene_526,-1.804882101
Gene_527,-1.627542438
Gene_528,0.048084947
Gene_529,0.259722502
Gene_530,-0.904316625
Gene_531,0.638592459
Gene_532,-1.661520062
Gene_533,-0.066079799
Gene_534,-1.2110162
Gene_535,-0.651836108
Gene_536,0.047398671
Gene_537,-0.860413365
Gene_538,-0.384555544
Gene_539,1.006292809
Gene_540,-0.57689187
Gene_541,0.835692112
Gene_542,-1.129706855
Gene_543,0.529804178
Gene_544,1.441568621
Gene_545,-2.4716445
Gene_546,-0.796895255
Gene_547,0.577072127
Gene_548,-0.203045386
Gene_549,0.371145873
Gene_550,-0.603985187
Gene_551,0.086589787
Gene_552,-0.155677235
Gene_553,1.167782062
Gene_554,0.254420843
Gene_555,0.337602662
Gene_556,-0.411876966
Gene_557,-0.487606224
Gene_558,-0.432558188
Gene_559,0.394452142
Gene_560,-0.420984481
Gene_561,0.289774857
Gene_562,2.075400799
Gene_563,0.871124703
Gene_564,-0.326023532
Gene_565,1.201213922
Gene_566,-0.408075373
Gene_567,-2.038124535
Gene_568,-1.008086311
Gene_569,-1.870791921
Gene_570,-0.351513484
Gene_571,0.018418379
Gene_572,1.676437312
Gene_573,0.326927374
Gene_574,-0.219100529
Gene_575,0.829405581
Gene_576,-2.211135309
Gene_577,0.235614558
Gene_578,0.770865194
Gene_579,-1.478586246
Gene_580,1.143754043
Gene_581,0.338496407
Gene_582,-0.415287914
Gene_583,0.632781866
Gene_584,2.270692858
Gene_585,0.181866255
Gene_586,0.248220586
Gene_587,-0.4593609
Gene_588,-0.849844369
Gene_589,0.830335817
Gene_590,-0.856083826
Gene_591,0.071566237
Gene_592,-0.477657447
Gene_593,0.478979826
Gene_594,0.333662105
Gene_595,1.037539944
Gene_596,-0.510016399
Gene_597,-0.269874935
Gene_598,-0.978763716
Gene_599,-0.44429326
Gene_600,0.377300493
Gene_601,0.756988617
Gene_602,-0.922165324
Gene_603,0.86960592
Gene_604,1.355637859
Gene_605,0.413434903
Gene_606,1.876795813
Gene_607,-0.773789199
Gene_608,-1.244654703
Gene_609,-1.778720249
Gene_610,1.496044311
Gene_611,0.654365656
Gene_612,-0.055584671
Gene_613,0.279968626
Gene_614,-1.125489047
Gene_615,2.44575198
Gene_616,0.129221182
Gene_617,0.109394795
Gene_618,0.725766624
Gene_619,0.481009232
Gene_620,0.223884024
Gene_621,-0.790474455
Gene_622,0.471468357
Gene_623,1.882024496
Gene_624,1.345420046
Gene_625,1.593186627
Gene_626,-0.511215676
Gene_627,-0.98960482
Gene_628,-0.12578692
Gene_629,0.055724912
Gene_630,1.094191518
Gene_631,-1.69246463
Gene_632,1.529550319
Gene_633,-0.158007899
Gene_634,-0.42688107
Gene_635,-1.012104375
Gene_636,-1.654856672
Gene_637,0.823170584
Gene_638,0.073317967
Gene_639,-1.2899609
Gene_640,-1.295078772
Gene_641,-0.335784699
Gene_642,1.669021525
Gene_643,-0.259591351
Gene_644,-1.503142953
Gene_645,-0.245743064
Gene_646,-0.27272357
Gene_647,-2.696886643
Gene_648,-0.054294867
Gene_649,-0.23093453
Gene_650,0.696206365
Gene_651,1.848956095
Gene_652,1.12656503
Gene_653,-0.268888691
Gene_654,-1.106525909
Gene_655,2.573359803
Gene_656,0.059218434
Gene_657,0.013929292
Gene_658,-0.024125087
Gene_659,0.198084761
Gene_660,-0.144360412
Gene_661,-0.573662007
Gene_662,-0.546858941
Gene_663,-0.03275327
Gene_664,-0.543424771
Gene_665,-0.712845783
Gene_666,0.106430228
Gene_667,-0.254977217
Gene_668,1.503992989
Gene_669,-2.650969808
Gene_670,1.091506852
Gene_671,1.246085192
Gene_672,-2.073390232
Gene_673,-0.342687594
Gene_674,-0.371440866
Gene_675,-1.407511695
Gene_676,-0.777816688
Gene_677,-1.110575845
Gene_678,1.752270443
Gene_679,0.935678393
Gene_680,1.271555095
Gene_681,0.721672064
Gene_682,-1.129051771
Gene_683,-0.524520266
Gene_684,0.489374561
Gene_685,-1.222127809
Gene_686,0.71299843
Gene_687,-0.240325398
Gene_688,-0.374820808
Gene_689,0.710959968
Gene_690,0.444263311
Gene_691,-0.360966166
Gene_692,1.159329803
Gene_693,-1.081063328
Gene_694,0.615935607
Gene_695,0.593101258
Gene_696,-0.309546439
Gene_697,0.326133022
Gene_698,-1.251113576
Gene_699,0.924027019
Gene_700,-0.184902136
Gene_701,-0.522723021
Gene_702,1.049009226
Gene_703,-0.704343691
Gene_704,-1.408461296
Gene_705,-1.556629174
Gene_706,0.606009951
Gene_707,-1.280429352
Gene_708,1.754794182
Gene_709,-2.081929408
Gene_710,1.696456368
Gene_711,0.211017467
Gene_712,-0.096713112
Gene_713,-0.544919087
Gene_714,0.399136114
Gene_715,-0.037634702
Gene_716,1.103301882
Gene_717,0.114227649
Gene_718,0.150301761
Gene_719,-0.363612212
Gene_720,-0.056945624
Gene_721,0.307801769
Gene_722,-1.710168393
Gene_723,-1.348185422
Gene_724,0.743264094
Gene_725,0.170865438
Gene_726,-0.183983336
Gene_727,0.018433933
Gene_728,0.347581705
Gene_729,-0.53975968
Gene_730,-0.778304725
Gene_731,0.195845255
Gene_732,-0.978372778
Gene_733,0.408252756
Gene_734,-1.702583604
Gene_735,1.029155637
Gene_736,0.472597482
Gene_737,0.256029734
Gene_738,0.982690984
Gene_739,1.665474444
Gene_740,1.014370065
Gene_741,-1.840874231
Gene_742,-1.279576967
Gene_743,-0.624818578
Gene_744,0.02609105
Gene_745,0.51765902
Gene_746,-0.725743813
Gene_747,0.186766764
Gene_748,-0.755382932
Gene_749,-0.611517803
Gene_750,-1.406661097
Gene_751,-0.923233246
Gene_752,-1.351684606
Gene_753,-0.975873253
Gene_754,1.053641797
Gene_755,-0.949398889
Gene_756,2.632382065
Gene_757,0.493317901
Gene_758,0.184836124
Gene_759,-0.85835778
Gene_760,0.700309879
Gene_761,-0.575637826
Gene_762,0.122009815
Gene_763,2.560084538
Gene_764,-0.0960599
Gene_765,1.149273326
Gene_766,-0.703176425
Gene_767,-0.03498849
Gene_768,1.770800636
Gene_769,-0.626967058
Gene_770,1.812448558
Gene_771,0.707751935
Gene_772,-0.562466776
Gene_773,0.632407739
Gene_774,0.97255445
Gene_775,0.621809962
Gene_776,-1.57022472
Gene_777,-0.727137176
Gene_778,-0.247518636
Gene_779,-0.074433429
Gene_780,0.620672098
Gene_781,0.177701001
Gene_782,-1.335344359
Gene_783,0.380197851
Gene_784,0.610585745
Gene_785,0.559790448
Gene_786,1.080780726
Gene_787,0.833922155
Gene_788,0.459180079
Gene_789,-0.070165711
Gene_790,-1.660960934
Gene_791,0.429618219
Gene_792,0.207687687
Gene_793,0.271578837
Gene_794,-1.276748576
Gene_795,-1.08105654
Gene_796,1.053152853
Gene_797,-0.039555154
Gene_798,0.681500697
Gene_799,0.028318376
Gene_800,0.029756139
Gene_801,0.938283806
Gene_802,-0.516044728
Gene_803,0.096120777
Gene_804,-0.462275289
Gene_805,-0.434496227
Gene_806,-0.309172123
Gene_807,0.222133772
Gene_808,-0.478748622
Gene_809,1.255756126
Gene_810,-0.894607302
Gene_811,-0.186871644
Gene_812,-0.439731058
Gene_813,1.446977884
Gene_814,0.196554777
Gene_815,1.031844539
Gene_816,-1.485560373
Gene_817,0.267050266
Gene_818,0.889630796
Gene_819,0.082283989
Gene_820,1.065480375
Gene_821,-0.51728845
Gene_822,1.40934744
Gene_823,2.298898124
Gene_824,-0.36283856
Gene_825,-0.445502521
Gene_826,1.453384477
Gene_827,1.579572146
Gene_828,-0.522860027
Gene_829,-0.420186817
Gene_830,-0.281784609
Gene_831,-1.344450511
Gene_832,-0.918651946
Gene_833,-1.004140767
Gene_834,-0.767797565
Gene_835,-0.034684887
Gene_836,0.234214733
Gene_837,1.550500493
Gene_838,-0.998354041
Gene_839,0.984322398
Gene_840,-0.213988844
Gene_841,-0.04946371
Gene_842,0.674819492
Gene_843,-1.122722022
Gene_844,0.382409746
Gene_845,0.166452208
Gene_846,0.492451264
Gene_847,0.289168644
Gene_848,2.45530014
Gene_849,-0.637739984
Gene_850,-0.530996955
Gene_851,-0.623140526
Gene_852,-0.555477119
Gene_853,-0.637387127
Gene_854,1.189016531
Gene_855,1.420504248
Gene_856,-0.570746294
Gene_857,-0.832355573
Gene_858,0.471415556
Gene_859,-0.552223044
Gene_860,0.632931818
Gene_861,0.202923021
Gene_862,-1.515744115
Gene_863,1.547505201
Gene_864,1.795877673
Gene_865,-0.61278869
Gene_866,-0.38770156
Gene_867,0.285865391
Gene_868,0.33445679
Gene_869,0.658544273
Gene_870,2.010204539
Gene_871,-0.176947227
Gene_872,-0.798297245
Gene_873,-1.379319228
Gene_874,-0.73093004
Gene_875,-0.033126973
Gene_876,1.794557864
Gene_877,-0.517611299
Gene_878,0.223787952
Gene_879,-0.016422896
Gene_880,1.188393273
Gene_881,2.526932426
Gene_882,-0.530868773
Gene_883,-0.489439443
Gene_884,1.044160877
Gene_885,0.68189149
Gene_886,1.846707326
Gene_887,0.583928185
Gene_888,-0.359292091
Gene_889,0.590654831
Gene_890,1.108703581
Gene_891,0.820482181
Gene_892,0.507274031
Gene_893,1.06667469
Gene_894,1.16929559
Gene_895,1.382158991
Gene_896,0.648709888
Gene_897,-0.16711808
Gene_898,0.146713686
Gene_899,1.206508967
Gene_900,-0.816935671
Gene_901,0.368673309
Gene_902,-0.393338812
Gene_903,0.028744823
Gene_904,1.278451863
Gene_905,0.191099068
Gene_906,0.046436548
Gene_907,-1.359856141
Gene_908,0.746253566
Gene_909,0.645484181
Gene_910,2.163254723
Gene_911,-0.307778235
Gene_912,0.219150328
Gene_913,0.249383684
Gene_914,1.57745328
Gene_915,-0.095295532
Gene_916,0.279021526
Gene_917,0.60789651
Gene_918,0.186609123
Gene_919,-0.446433615
Gene_920,0.194089993
Gene_921,1.07363175
Gene_922,-1.026515299
Gene_923,0.132969674
Gene_924,-0.700120815
Gene_925,1.195046629
Gene_926,-1.523186905
Gene_927,-0.558921847
Gene_928,0.377211875
Gene_929,1.565524029
Gene_930,-0.065750261
Gene_931,-0.555199527
Gene_932,1.881157069
Gene_933,-1.4480139
Gene_934,-2.198805957
Gene_935,0.44001445
Gene_936,-0.502054224
Gene_937,-1.021232817
Gene_938,0.708356447
Gene_939,0.243800714
Gene_940,-0.564078631
Gene_941,-1.280304399
Gene_942,0.872457328
Gene_943,0.650201178
Gene_944,-0.099175864
Gene_945,1.846636996
Gene_946,-1.070084766
Gene_947,-1.525525171
Gene_948,-0.69190807
Gene_949,-0.045586016
Gene_950,0.243339449
Gene_951,-0.241236058
Gene_952,0.352055397
Gene_953,-1.251539424
Gene_954,1.443764604
Gene_955,-0.082151178
Gene_956,1.117295832
Gene_957,0.342725346
Gene_958,0.456753219
Gene_959,0.56976728
Gene_960,0.44770856
Gene_961,0.64272276
Gene_962,1.32915253
Gene_963,0.19652117
Gene_964,0.709003758
Gene_965,-0.089735694
Gene_966,1.440117215
Gene_967,-0.676392302
Gene_968,1.800940433
Gene_969,-0.040157951
Gene_970,-1.430775102
Gene_971,0.128104415
Gene_972,-0.681051657
Gene_973,0.840643549
Gene_974,-0.652623979
Gene_975,-0.446183433
Gene_976,-1.889540731
Gene_977,-0.452306319
Gene_978,-2.423879327
Gene_979,-1.583902823
Gene_980,0.760414656
Gene_981,0.785800159
Gene_982,0.425457562
Gene_983,-0.966976143
Gene_984,-0.047711356
Gene_985,-0.003602539
Gene_986,-1.158364689
Gene_987,1.503398302
Gene_988,0.877362291
Gene_989,-0.220964174
Gene_990,0.026885839
Gene_991,0.208382808
Gene_992,-2.041734868
Gene_993,-0.247177383
Gene_994,-0.681984248
Gene_995,-1.00162001
Gene_996,-0.281100293
Gene_997,1.797686527
Gene_998,0.640842861
Gene_999,-0.57117899
Gene_1000,0.572582781
Gene_1001,1.399355437
Gene_1002,0.924633683
Gene_1003,0.05963037
Gene_1004,-0.646936778
Gene_1005,0.698223314
Gene_1006,0.393485385
Gene_1007,0.89519322
Gene_1008,0.635171802
Gene_1009,1.049552715
Gene_1010,-0.535235212
Gene_1011,1.317394066
Gene_1012,0.197599605
Gene_1013,2.075260873
Gene_1014,-0.689187818
Gene_1015,1.735963803
Gene_1016,0.197910783
Gene_1017,-0.651418004
Gene_1018,-0.483885834
Gene_1019,-0.320347308
Gene_1020,0.424165946
Gene_1021,0.522835488
Gene_1022,-0.573700004
Gene_1023,-0.024354592
Gene_1024,2.142270359
Gene_1025,1.72754317
Gene_1026,0.43632367
Gene_1027,0.038003478
Gene_1028,0.120031327
Gene_1029,0.613517973
Gene_1030,-1.022792565
Gene_1031,-0.257376537
Gene_1032,-1.668584074
Gene_1033,0.399223123
Gene_1034,0.64719594
Gene_1035,-0.483186462
Gene_1036,1.573986763
Gene_1037,-1.225765663
Gene_1038,-1.46437488
Gene_1039,0.224451819
Gene_1040,1.047098303
Gene_1041,1.683927691
Gene_1042,-0.458884263
Gene_1043,1.078680833
Gene_1044,-0.03850847
Gene_1045,-0.1726273
Gene_1046,0.883659937
Gene_1047,0.652322878
Gene_1048,-1.576392157
Gene_1049,1.47654035
Gene_1050,1.380091354
Gene_1051,-0.625562702
Gene_1052,0.395803533
Gene_1053,0.494030186
Gene_1054,0.260673766
Gene_1055,-0.550305154
Gene_1056,-0.671623368
Gene_1057,-0.025554071
Gene_1058,1.172729019
Gene_1059,0.543600155
Gene_1060,-0.370614332
Gene_1061,0.771698711
Gene_1062,-2.848542621
Gene_1063,1.1487657
Gene_1064,-1.739713779
Gene_1065,-0.362440941
Gene_1066,-1.119669895
Gene_1067,-1.294681476
Gene_1068,1.160826787
Gene_1069,-0.467701201
Gene_1070,0.346503882
Gene_1071,-0.046920579
Gene_1072,0.477040827
Gene_1073,0.076821891
Gene_1074,-1.282992224
Gene_1075,0.996266819
Gene_1076,-0.493756583
Gene_1077,-1.556581899
Gene_1078,-0.428115161
Gene_1079,1.500759791
Gene_1080,0.850221742
Gene_1081,-0.348652134
Gene_1082,-0.349257704
Gene_1083,-0.321635051
Gene_1084,2.076747984
Gene_1085,0.381935452
Gene_1086,0.430041647
Gene_1087,1.030283454
Gene_1088,0.238789159
Gene_1089,-0.259042146
Gene_1090,-0.196349849
Gene_1091,-0.071601259
Gene_1092,-0.037222237
Gene_1093,0.727629544
Gene_1094,0.051945886
Gene_1095,0.732640077
Gene_1096,-0.08071658
Gene_1097,0.07863519
Gene_1098,-1.998200685
Gene_1099,0.916327675
Gene_1100,0.346488476
Gene_1101,0.99801011
Gene_1102,-2.896255378
Gene_1103,2.088374705
Gene_1104,-0.139589628
Gene_1105,1.108182817
Gene_1106,-1.039905927
Gene_1107,0.612773905
Gene_1108,-1.053415563
Gene_1109,-0.623768961
Gene_1110,1.914031354
